2	0.0296387	0.110624
3	0	0.0994236
4	0	0.115241
5	0	0.116116
6	0	0.115769
7	0	0.120666
8	0	0.120329
9	0	0.111239
10	0	0.120046
11	0	0.161324
13	0.131881	0.128892
14	0.127768	0.130303
15	0.15136	0.139209
16	0.15136	0.139209
17	0.159624	0.145587
18	0.160995	0.145717
19	0.137103	0.16919
20	0.137822	0.172095
21	0.119435	0.1608
22	0.120491	0.169301
24	0.194682	0.159994
25	0.192518	0.163355
26	0.218896	0.178636
27	0.218278	0.17875
28	0.215072	0.178437
29	0.214168	0.177391
30	0.187446	0.17151
31	0.187446	0.17151
32	0.200357	0.17698
33	0.216119	0.192447
35	0.210655	0.176989
36	0.21648	0.177144
37	0.22984	0.182196
38	0.232642	0.188602
39	0.232642	0.188602
40	0.232869	0.189091
41	0.22027	0.184827
42	0.223114	0.183067
43	0.223114	0.183067
44	0.192565	0.173917
46	0.206302	0.176634
47	0.206302	0.176634
48	0.188381	0.172759
49	0.188381	0.172759
50	0.188381	0.172759
51	0.188564	0.174481
52	0.180125	0.173377
53	0.180125	0.173377
54	0.180125	0.173377
55	0.180125	0.173377
57	0.208589	0.175249
58	0.223539	0.176975
59	0.235929	0.182393
60	0.258966	0.187362
61	0.278875	0.190882
62	0.265263	0.189469
63	0.265263	0.189469
64	0.267142	0.18983
65	0.267142	0.18983
66	0.267142	0.18983
68	0.245689	0.185353
69	0.245101	0.18368
70	0.245322	0.181791
71	0.245022	0.180793
72	0.24521	0.180807
73	0.268856	0.186932
74	0.268856	0.186932
75	0.320523	0.195428
76	0.311282	0.192289
77	0.311282	0.192289
79	0.292767	0.192464
80	0.2819	0.19226
81	0.2819	0.19226
82	0.2819	0.19226
83	0.2819	0.19226
84	0.281681	0.194085
85	0.248862	0.195545
86	0.248862	0.195545
87	0.252248	0.192133
88	0.252248	0.192133
90	0.209233	0.177848
91	0.211264	0.179532
92	0.211264	0.179532
93	0.20693	0.180454
94	0.202191	0.176626
95	0.238011	0.182337
96	0.23696	0.182517
97	0.25945	0.188003
98	0.256013	0.185141
99	0.256895	0.185416
101	0.242484	0.192087
102	0.255114	0.199201
103	0.251289	0.191667
104	0.270337	0.194666
105	0.270337	0.194666
106	0.256153	0.190182
107	0.256153	0.190182
108	0.246055	0.188592
109	0.243912	0.187849
110	0.248203	0.189445
