2	0.968665	0.142468
3	0.984193	0.195872
4	0.97672	0.269262
5	0.963335	0.314006
6	0.962764	0.342613
7	0.959006	0.394009
8	0.966522	0.375811
9	0.939559	0.421988
10	0.933727	0.430366
11	0.954565	0.428765
13	0.821273	0.536834
14	0.809366	0.560654
15	0.822963	0.533081
16	0.821093	0.568346
17	0.826758	0.574738
18	0.835335	0.572863
19	0.840118	0.570849
20	0.839311	0.571439
21	0.834807	0.573448
22	0.828739	0.580596
24	0.824528	0.539419
25	0.829484	0.505235
26	0.829609	0.525855
27	0.831379	0.523125
28	0.835913	0.515238
29	0.829888	0.53032
30	0.829478	0.533131
31	0.829478	0.533131
32	0.837093	0.527276
33	0.839795	0.52466
35	0.838845	0.533212
36	0.835118	0.539122
37	0.84223	0.523866
38	0.805404	0.562788
39	0.805404	0.562788
40	0.805404	0.562788
41	0.833168	0.527913
42	0.83323	0.522625
43	0.832422	0.52361
44	0.84195	0.519858
46	0.817739	0.532887
47	0.817739	0.532887
48	0.82041	0.532936
49	0.824037	0.519828
50	0.828776	0.510041
51	0.82118	0.518791
52	0.809522	0.531238
53	0.809522	0.531238
54	0.818876	0.518942
55	0.806484	0.531698
57	0.809373	0.527983
58	0.809373	0.527983
59	0.810894	0.520776
60	0.810894	0.520776
61	0.810894	0.520776
62	0.79636	0.538587
63	0.804994	0.533506
64	0.806391	0.524541
65	0.796112	0.537352
66	0.796112	0.537352
68	0.797733	0.546701
69	0.772323	0.566855
70	0.772323	0.566855
71	0.772323	0.566855
72	0.77605	0.566689
73	0.77605	0.566689
74	0.77605	0.566689
75	0.777323	0.567689
76	0.747696	0.594802
77	0.752236	0.59314
79	0.768081	0.569703
80	0.768081	0.569703
81	0.768081	0.569703
82	0.768081	0.569703
83	0.768081	0.569703
84	0.768081	0.569703
85	0.788509	0.535753
86	0.789398	0.522581
87	0.77687	0.551826
88	0.771118	0.555076
90	0.748261	0.589765
91	0.748261	0.589765
92	0.767578	0.56025
93	0.777298	0.564302
94	0.775752	0.564948
95	0.775752	0.564948
96	0.780776	0.564683
97	0.762764	0.581177
98	0.750528	0.593689
99	0.750528	0.593689
101	0.766851	0.567439
102	0.766851	0.567439
103	0.766851	0.567439
104	0.754938	0.592201
105	0.754938	0.592201
106	0.754938	0.592201
107	0.754938	0.592201
108	0.760155	0.590852
109	0.760963	0.590451
110	0.760963	0.590451
