2	0.98257	0.307062
3	1	0.381944
4	1	0.368975
5	1	0.388311
6	1	0.363981
7	1	0.366118
8	1	0.382317
9	1	0.400727
10	1	0.408068
11	1	0.369012
13	0.880826	0.416671
14	0.885015	0.418354
15	0.870314	0.441317
16	0.870314	0.441317
17	0.86377	0.449373
18	0.862442	0.449578
19	0.882477	0.444733
20	0.881724	0.448776
21	0.892672	0.455745
22	0.892247	0.46741
24	0.847532	0.445261
25	0.848645	0.452839
26	0.823451	0.479571
27	0.824977	0.480093
28	0.830003	0.479547
29	0.833259	0.471882
30	0.853858	0.463957
31	0.853858	0.463957
32	0.841044	0.471435
33	0.828552	0.47459
35	0.838006	0.479329
36	0.835174	0.479453
37	0.820933	0.486224
38	0.805628	0.509484
39	0.805628	0.509484
40	0.804692	0.510522
41	0.818366	0.505248
42	0.796247	0.523801
43	0.796247	0.523801
44	0.825823	0.511329
46	0.812672	0.514224
47	0.812672	0.514224
48	0.831765	0.50418
49	0.831765	0.50418
50	0.831765	0.50418
51	0.829308	0.510876
52	0.835058	0.511286
53	0.835058	0.511286
54	0.835058	0.511286
55	0.835058	0.511286
57	0.823288	0.510398
58	0.815709	0.511919
59	0.798209	0.521366
60	0.776608	0.527602
61	0.754785	0.531665
62	0.76677	0.530174
63	0.76677	0.530174
64	0.764416	0.530578
65	0.764416	0.530578
66	0.764416	0.530578
68	0.784619	0.506727
69	0.787215	0.508658
70	0.785953	0.511733
71	0.789637	0.516348
72	0.786503	0.516665
73	0.763445	0.527006
74	0.763445	0.527006
75	0.71582	0.538391
76	0.727093	0.533217
77	0.727093	0.533217
79	0.735881	0.534491
80	0.747154	0.53418
81	0.747154	0.53418
82	0.747154	0.53418
83	0.747154	0.53418
84	0.74752	0.536783
85	0.777186	0.514963
86	0.777186	0.514963
87	0.76952	0.534609
88	0.76952	0.534609
90	0.811547	0.497497
91	0.805709	0.50464
92	0.805709	0.50464
93	0.813692	0.501043
94	0.81848	0.492391
95	0.793384	0.512478
96	0.794657	0.512727
97	0.770977	0.528988
98	0.777049	0.525118
99	0.775782	0.525522
101	0.776532	0.532733
102	0.742744	0.54328
103	0.720183	0.565186
104	0.707244	0.568472
105	0.707244	0.568472
106	0.722006	0.562584
107	0.722006	0.562584
108	0.729965	0.560814
109	0.731869	0.560031
110	0.729942	0.562609
